street_id,road_name,road_type,locality_name
28608,KEITH,STREET,MAIDSTONE
28609,KEITH,STREET,OAKLEIGH EAST
28610,KEITH,STREET,PARKDALE
28611,KEITH,STREET,TOOTGAROOK
28612,KEITH,STREET,YARRA JUNCTION
28613,KEITH CAMPBELL,COURT,SCORESBY
28614,KEIWA,PLACE,ROWVILLE
28615,KEIWA,PLACE,TAYLORS HILL
28616,KEL LEMON,COURT,MOUNT MARTHA
28617,KELBA,STREET,BALWYN NORTH
28618,KELBERG,ROAD,KALKALLO
28619,KELBOURNE,GROVE,SUNBURY
28620,KELBOW,CLOSE,ST HELENA
28621,KELBURN,COURT,SOMERS
28622,KELBURN,ROAD,BERWICK
28623,KELBURN,STREET,CAULFIELD NORTH
28624,KELDALE,COURT,NOBLE PARK
28625,KELEBEK,ROAD,TARNEIT
28626,KELEWAN,STREET,WOLLERT
28627,KELL,COURT,GREENSBOROUGH
28628,KELL,PLACE,TEMPLESTOWE
28629,KELL,STREET,GREENSBOROUGH
28630,KELLAND,AVENUE,HILLSIDE (GREATER MELBOURNE)
28631,KELLAWAY,AVENUE,MOONEE PONDS
28632,KELLAWAY,COURT,WANTIRNA
28633,KELLAWAY,CRESCENT,MILL PARK
28634,KELLAWAY,STREET,MARIBYRNONG
28635,KELLAWAY,STREET,MOUNT WAVERLEY
28636,KELLBOURNE,DRIVE,ROWVILLE
28637,KELLER,CLOSE,GREENVALE
28638,KELLER,COURT,HAMPTON PARK
28639,KELLETT,GROVE,KEW
28640,KELLETT,STREET,CRANBOURNE NORTH
28641,KELLETT,STREET,FAIRFIELD
28642,KELLETT,STREET,NORTHCOTE
28643,KELLETT,STREET,RESERVOIR
28644,KELLETT,WAY,ROXBURGH PARK
28645,KELLETTS,ROAD,LYSTERFIELD
28646,KELLETTS,ROAD,ROWVILLE
28647,KELLEY,GROVE,PRESTON
28648,KELLIE,COURT,ALBANVALE
28649,KELLIE,COURT,HAMPTON PARK
28650,KELLOW,ROAD,MELBOURNE AIRPORT
28651,KELLS,CLOSE,CRANBOURNE EAST
28652,KELLY,AVENUE,BURNSIDE
28653,KELLY,AVENUE,HAMPTON EAST
28654,KELLY,CLOSE,RYE
28655,KELLY,COURT,BROADMEADOWS
28656,KELLY,COURT,PAKENHAM
28657,KELLY,COURT,SOMERVILLE
28658,KELLY,COURT,SPRINGVALE
28659,KELLY,COURT,WARRANWOOD
28660,KELLY,DRIVE,LANGWARRIN
28661,KELLY,LANE,ASPENDALE
28662,KELLY,LANE,ST KILDA
28663,KELLY,MEWS,BERWICK
28664,KELLY,PLACE,MILL PARK
28665,KELLY,STREET,BAYSWATER
28666,KELLY,STREET,CHADSTONE
28667,KELLY,STREET,DIAMOND CREEK
28668,KELLY,STREET,DONCASTER
28669,KELLY,STREET,SUNBURY
28670,KELLY,STREET,WERRIBEE
28671,KELLY,TERRACE,SANDHURST
28672,KELLYBROOK,CLOSE,DELAHEY
28673,KELLYS,ROAD,WARBURTON
28674,KELMAN,COURT,WESTMEADOWS
28675,KELMAN,STREET,FRANKSTON
28676,KELMAR,STREET,CHELTENHAM
28677,KELMSCOTT,CLOSE,ROXBURGH PARK
28678,KELMSCOTT,ROAD,ARMADALE
28679,KELRINDA,CLOSE,OAKLEIGH SOUTH
28680,KELROSS,DRIVE,TARNEIT
28681,KELSALL,COURT,HAMPTON EAST
28682,KELSBY,STREET,RESERVOIR
28683,KELSEY,COURT,CRAIGIEBURN
28684,KELSEY,ROAD,WYNDHAM VALE
28685,KELSO,COURT,WHEELERS HILL
28686,KELSO,LANE,FOOTSCRAY
28687,KELSO,PLACE,BERWICK
28688,KELSO,PLACE,WANTIRNA
28689,KELSO,STREET,COLDSTREAM
28690,KELSO,STREET,CRAIGIEBURN
28691,KELSO,STREET,CREMORNE
28692,KELSO,STREET,FRANKSTON
28693,KELSO,STREET,MENTONE
28694,KELSO,WAY,POINT COOK
28695,KELSON,STREET,COBURG
28696,KELTIA,STREET,WOLLERT
28697,KELTIE,RISE,ENDEAVOUR HILLS
28698,KELTIE,STREET,GLEN IRIS
28699,KELTON,AVENUE,CLYDE NORTH
28700,KELTY,TERRACE,BUNDOORA
28701,KELVAN,GROVE,DONCASTER EAST
28702,KELVERNE,STREET,RESERVOIR
28703,KELVIN,AVENUE,MONTMORENCY
28704,KELVIN,AVENUE,SEAFORD
28705,KELVIN,CLOSE,NIDDRIE
28706,KELVIN,COURT,PRAHRAN
28707,KELVIN,COURT,RINGWOOD NORTH
28708,KELVIN,DRIVE,FERNTREE GULLY
28709,KELVIN,GROVE,ASHBURTON
28710,KELVIN,GROVE,CHELSEA
28711,KELVIN,GROVE,PRAHRAN
28712,KELVIN,GROVE,SOUTH MORANG
28713,KELVIN,GROVE,SPRINGVALE
28714,KELVIN,GROVE,THORNBURY
28715,KELVIN,GROVE,WERRIBEE
28716,KELVIN,ROAD,ALPHINGTON
28717,KELVIN,ROAD,BAYSWATER NORTH
28718,KELVIN,STREET,ASCOT VALE
28719,KELVINSIDE,DRIVE,TEMPLESTOWE
28720,KELVINSIDE,ROAD,NOBLE PARK
28721,KELVINSIDE,STREET,BALWYN NORTH
28722,KELVINSIDE,STREET,HUGHESDALE
28723,KELWAY,CRESCENT,ELTHAM NORTH
28724,KELWIN,COURT,HOPPERS CROSSING
28725,KEMBLA,STREET,CHELTENHAM
28726,KEMBLA,STREET,HAWTHORN
28727,KEMERTON,CLOSE,POINT COOK
28728,KEMP,AVENUE,MOUNT EVELYN
28729,KEMP,AVENUE,MOUNT WAVERLEY
28730,KEMP,AVENUE,THOMASTOWN
28731,KEMP,COURT,ROWVILLE
28732,KEMP,GREEN,CAROLINE SPRINGS
28733,KEMP,PLACE,SUNBURY
28734,KEMP,ROAD,PORTSEA
28735,KEMP,ROAD,SORRENTO
28736,KEMP,STREET,BURWOOD
28737,KEMP,STREET,CARRUM
28738,KEMP,STREET,SPRINGVALE
28739,KEMP,STREET,THORNBURY
28740,KEMP,STREET,UPWEY
28741,KEMPS,STREET,RINGWOOD EAST
28742,KEMPSON,COURT,KEYSBOROUGH
28743,KEMPSTON,COURT,CROYDON NORTH
28744,KEMPSTON,COURT,ROWVILLE
28745,KEMPSTON,STREET,GREENSBOROUGH
28746,KEMPSTON,STREET,WATSONIA NORTH
28747,KEMPTON,COURT,EPPING
28748,KEMPTON,COURT,SEABROOK
28749,KEMSLEY,COURT,HAWTHORN EAST
28750,KEN JAMES,PLACE,BURNSIDE HEIGHTS
28751,KEN JORDAN,ROAD,CAIRNLEA
28752,KENANA,STREET,CLYDE NORTH
28753,KENARRA,COURT,HURSTBRIDGE
28754,KENAUD,AVENUE,MOUNT ELIZA
28755,KENBRY,ROAD,HEATHMONT
28756,KENCH,LANE,TARNEIT
28757,KENDAL,COURT,CROYDON HILLS
28758,KENDALE,COURT,BAYSWATER NORTH
28759,KENDALE,STREET,AIRPORT WEST
28760,KENDALL,CLOSE,TEMPLESTOWE
28761,KENDALL,COURT,OAKLEIGH EAST
28762,KENDALL,COURT,ROSEBUD
28763,KENDALL,COURT,SUNBURY
28764,KENDALL,DRIVE,NARRE WARREN
28765,KENDALL,ROAD,WARRANDYTE SOUTH
28766,KENDALL,STREET,BRIGHTON EAST
28767,KENDALL,STREET,CANTERBURY
28768,KENDALL,STREET,COBURG
28769,KENDALL,STREET,ELWOOD
28770,KENDALL,STREET,ESSENDON
28771,KENDALL,STREET,HAMPTON
28772,KENDALL,STREET,MOUNT WAVERLEY
28773,KENDALL,STREET,NUNAWADING
28774,KENDALL,STREET,PRESTON
28775,KENDALL,STREET,RINGWOOD
28776,KENDARI,AVENUE,BALWYN NORTH
28777,KENDARI,COURT,HAMPTON PARK
28778,KENDON,DRIVE,BOTANIC RIDGE
28779,KENDON,DRIVE,WOLLERT
28780,KENDRA,COURT,SEAFORD
28781,KENDRA,PLACE,KEYSBOROUGH
28782,KENEALLY,DRIVE,POINT COOK
28783,KENEALLY,STREET,DANDENONG
28784,KENILWORTH,AVENUE,BEACONSFIELD
28785,KENILWORTH,AVENUE,FRANKSTON
28786,KENILWORTH,AVENUE,WONGA PARK
28787,KENILWORTH,CRESCENT,GLEN WAVERLEY
28788,KENILWORTH,PARADE,IVANHOE
28789,KENILWORTH,STREET,BALWYN
28790,KENILWORTH,STREET,RESERVOIR
28791,KENJI,STREET,MORNINGTON
28792,KENJULIE,DRIVE,BENTLEIGH EAST
28793,KENLEIGH,GROVE,PRAHRAN
28794,KENLEY,COURT,BURWOOD EAST
28795,KENLEY,COURT,FRANKSTON
28796,KENLEY,COURT,MEADOW HEIGHTS
28797,KENLEY,COURT,TOORAK
28798,KENLON,STREET,BENTLEIGH EAST
28799,KENMAN,CLOSE,TEMPLESTOWE
28800,KENMARE,AVENUE,CROYDON
28801,KENMARE,STREET,MONT ALBERT
28802,KENMARE,STREET,MONT ALBERT NORTH
28803,KENMARE,STREET,WATSONIA
28804,KENMORE,CLOSE,HOPPERS CROSSING
28805,KENMORE,COURT,FRANKSTON
28806,KENMORE,WAY,CLYDE NORTH
28807,KENNA,DRIVE,LALOR
28808,KENNA,STREET,MACLEOD
28809,KENNA,STREET,MOONEE PONDS
28810,KENNARD,PLACE,BURWOOD EAST
28811,KENNAUGH,STREET,OAKLEIGH EAST
28812,KENNEALY,STREET,SURREY HILLS
28813,KENNEDIA,CLOSE,HOPPERS CROSSING
28814,KENNEDIA,STREET,WHITTLESEA
28815,KENNEDY,AVENUE,CHELSEA HEIGHTS
28816,KENNEDY,AVENUE,NARRE WARREN NORTH
28817,KENNEDY,AVENUE,RINGWOOD
28818,KENNEDY,COURT,CRANBOURNE NORTH
28819,KENNEDY,COURT,HOPPERS CROSSING
28820,KENNEDY,PARADE,ROXBURGH PARK
28821,KENNEDY,ROAD,AVONSLEIGH
28822,KENNEDY,ROAD,PAKENHAM
28823,KENNEDY,ROAD,SOMERS
28824,KENNEDY,STREET,BENTLEIGH EAST
28825,KENNEDY,STREET,BLAIRGOWRIE
28826,KENNEDY,STREET,COBURG NORTH
28827,KENNEDY,STREET,FAIRFIELD
28828,KENNEDY,STREET,GLEN WAVERLEY
28829,KENNEDY,STREET,GLENROY
28830,KENNEDY,STREET,KEILOR
28831,KENNEDY,STREET,RESERVOIR
28832,KENNEDY,STREET,RICHMOND
28833,KENNEDY,STREET,SUNSHINE
28834,KENNELS,LANE,CRANBOURNE EAST
28835,KENNETH,CLOSE,HOPPERS CROSSING
28836,KENNETH,COURT,PEARCEDALE
28837,KENNETH,COURT,SOMERS
28838,KENNETH,ROAD,BAYSWATER
28839,KENNETH,STREET,BRAYBROOK
28840,KENNETH,STREET,BULLEEN
28841,KENNETH,STREET,NOBLE PARK
28842,KENNETH,STREET,PRESTON
28843,KENNETH,STREET,ROSANNA
28844,KENNETH,STREET,SANDRINGHAM
28845,KENNETH,STREET,THOMASTOWN
28846,KENNETT,STREET,ASHWOOD
28847,KENNEY,STREET,SUNSHINE WEST
28848,KENNING,ROAD,TARNEIT
28849,KENNINGTON,ROAD,ROSEBUD
28850,KENNINGTON PARK,DRIVE,ENDEAVOUR HILLS
28851,KENNON,LANE,HAWTHORN
28852,KENNON,STREET,DONCASTER EAST
28853,KENNY,LANE,MONBULK
28854,KENNY,STREET,ATTWOOD
28855,KENNY,STREET,BALWYN NORTH
28856,KENNY,STREET,CRIB POINT
28857,KENNY,STREET,RICHMOND
28858,KENNY,STREET,WESTMEADOWS
28859,KENORA,WAY,MICKLEHAM
28860,KENRICK,MEWS,CAROLINE SPRINGS
28861,KENROSS,CLOSE,POINT COOK
28862,KENROSS,COURT,BRAYBROOK
28863,KENROSS,COURT,WANTIRNA
28864,KENROSS,DRIVE,WHEELERS HILL
28865,KENSAL,WALK,WYNDHAM VALE
28866,KENSEI,STREET,KURUNJANG
28867,KENSINGTON,AVENUE,FRANKSTON SOUTH
28868,KENSINGTON,CIRCLE,DERRIMUT
28869,KENSINGTON,COURT,GREENVALE
28870,KENSINGTON,COURT,HAMPTON PARK
28871,KENSINGTON,COURT,MULGRAVE
28872,KENSINGTON,COURT,THOMASTOWN
28873,KENSINGTON,CRESCENT,ALTONA MEADOWS
28874,KENSINGTON,GARDENS,VERMONT SOUTH
28875,KENSINGTON,MEWS,ROXBURGH PARK
28876,KENSINGTON,PLACE,MOOROOLBARK
28877,KENSINGTON,PLACE,NARRE WARREN
28878,KENSINGTON,PLACE,TEMPLESTOWE
28879,KENSINGTON,ROAD,KENSINGTON
28880,KENSINGTON,ROAD,SOUTH YARRA
28881,KENSINGTON,ROAD,WEST MELBOURNE
28882,KENSLEY,STREET,UPPER FERNTREE GULLY
28883,KENSWICK,DRIVE,HILLSIDE (GREATER MELBOURNE)
28884,KENT,AVENUE,BRIGHTON
28885,KENT,AVENUE,CROYDON
28886,KENT,CLOSE,BLACKBURN NORTH
28887,KENT,CLOSE,DONCASTER EAST
28888,KENT,COURT,AVONDALE HEIGHTS
28889,KENT,COURT,BULLEEN
28890,KENT,COURT,BUNDOORA
28891,KENT,COURT,CRAIGIEBURN
28892,KENT,COURT,CRANBOURNE NORTH
28893,KENT,COURT,DEER PARK
28894,KENT,COURT,DONCASTER EAST
28895,KENT,COURT,ELTHAM
28896,KENT,COURT,GLEN WAVERLEY
28897,KENT,COURT,HEIDELBERG
28898,KENT,COURT,KEYSBOROUGH
28899,KENT,COURT,TOORAK
28900,KENT,COURT,WERRIBEE
28901,KENT,GROVE,CAULFIELD NORTH
28902,KENT,GROVE,FRANKSTON
28903,KENT,LANE,HAWTHORN
28904,KENT,LANE,PRAHRAN
28905,KENT,MEWS,CRANBOURNE NORTH
28906,KENT,PLACE,SOMERVILLE
28907,KENT,PLACE,SOUTH MELBOURNE
28908,KENT,ROAD,BOX HILL
28909,KENT,ROAD,LALOR
28910,KENT,ROAD,LAUNCHING PLACE
28911,KENT,ROAD,NARRE WARREN
28912,KENT,ROAD,PASCOE VALE
28913,KENT,ROAD,RYE
28914,KENT,ROAD,SURREY HILLS
28915,KENT,STREET,ASCOT VALE
28916,KENT,STREET,BRAYBROOK
28917,KENT,STREET,CLIFTON HILL
28918,KENT,STREET,DROMANA
28919,KENT,STREET,FERNTREE GULLY
28920,KENT,STREET,FITZROY
28921,KENT,STREET,FLEMINGTON
28922,KENT,STREET,GLEN IRIS
28923,KENT,STREET,HAWTHORN
28924,KENT,STREET,KEW
28925,KENT,STREET,KNOXFIELD
28926,KENT,STREET,MORNINGTON
28927,KENT,STREET,RICHMOND
28928,KENT,STREET,SEDDON
28929,KENT,STREET,WARBURTON
28930,KENT,STREET,YARRAVILLE
28931,KENT,WAY,TULLAMARINE
28932,KENT HUGHES,ROAD,ELTHAM
28933,KENTHURST,COURT,LILYDALE
28934,KENTHURST,COURT,MILL PARK
28935,KENTIA,COURT,ASPENDALE GARDENS
28936,KENTISH,PLACE,CHIRNSIDE PARK
28937,KENTMERE,COURT,GREENVALE
28938,KENTON,AVENUE,WILLIAMS LANDING
28939,KENTON,PLACE,GLADSTONE PARK
28940,KENTON,PLACE,KEALBA
28941,KENTON,WALK,NARRE WARREN SOUTH
28942,KENTUCKY,CLOSE,NARRE WARREN
28943,KENTUCKY,COURT,NOTTING HILL
28944,KENTWOOD,ROAD,MACLEOD
28945,KENWAY,STREET,SUNBURY
28946,KENWOOD,CRESCENT,RINGWOOD
28947,KENWOOD,GREEN,DERRIMUT
28948,KENWOOD,LANE,HAWTHORN
28949,KENWOOD,WALK,PRESTON
28950,KENWORTH,COURT,ROWVILLE
28951,KENWORTHY,RISE,MORNINGTON
28952,KENWYN,COURT,FERNTREE GULLY
28953,KENWYN,COURT,GREENSBOROUGH
28954,KEOGH,COURT,BOX HILL SOUTH
28955,KEOGH,COURT,MEADOW HEIGHTS
28956,KEOGH,COURT,PASCOE VALE
28957,KEOGH,STREET,BURWOOD
28958,KEOGH,STREET,ROSEBUD
28959,KEOL,STREET,CLAYTON SOUTH
28960,KEON,COURT,BALWYN NORTH
28961,KEON,CRESCENT,SUNSHINE WEST
28962,KEON,PARADE,RESERVOIR
28963,KEON,PARADE,THOMASTOWN
28964,KEON,STREET,THORNBURY
28965,KEOWN,COURT,CAMPBELLFIELD
28966,KEPLER,STREET,CLYDE NORTH
28967,KEPPEL,COURT,DANDENONG
28968,KEPPEL,DRIVE,HALLAM
28969,KEPPEL,STREET,CARLTON
28970,KEPPEL,WAY,MICKLEHAM
28971,KEPPLER,CIRCUIT,SEAFORD
28972,KEPSI,PLACE,CROYDON
28973,KERABOITE,COURT,MOUNT ELIZA
28974,KERANG,AVENUE,RESERVOIR
28975,KERANG,COURT,BROADMEADOWS
28976,KERANG,COURT,TAYLORS LAKES
28977,KERANG,PLACE,THOMASTOWN
28978,KERBY,STREET,ELTHAM
28979,KEREFORD,PLACE,SUNBURY
28980,KERFERD,AVENUE,SORRENTO
28981,KERFERD,ROAD,ALBERT PARK
28982,KERFERD,ROAD,GLEN IRIS
28983,KERFERD,ROAD,GLEN WAVERLEY
28984,KERFERD,STREET,BERWICK
28985,KERFERD,STREET,COBURG
28986,KERFERD,STREET,ESSENDON NORTH
28987,KERFERD,STREET,HAMPTON
28988,KERFERD,STREET,MALVERN EAST
28989,KERFERD,WALK,MICKLEHAM
28990,KERFORD,COURT,SOUTH MORANG
28991,KERFORD,CRESCENT,POINT COOK
28992,KERGO,PLACE,WANTIRNA SOUTH
28993,KERLIN,CRESCENT,TARNEIT
28994,KERMEEN,STREET,SUNSHINE WEST
28995,KERN,PLACE,DONVALE
28996,KERNAN,COURT,CRAIGIEBURN
28997,KERNAN,STREET,MOONEE PONDS
28998,KERNAN,STREET,PASCOE VALE SOUTH
28999,KERNAN,STREET,STRATHMORE
29000,KERNOT,AVENUE,MULGRAVE
29001,KERNOT,COURT,WESTMEADOWS
29002,KERNOT,CRESCENT,NOBLE PARK NORTH
29003,KERNOT,ROAD,PARKVILLE
29004,KERNOT,STREET,SOUTH KINGSVILLE
29005,KERNOT,STREET,SPOTSWOOD
29006,KERR,AVENUE,OAK PARK
29007,KERR,COURT,ROWVILLE
29008,KERR,COURT,WHITTLESEA
29009,KERR,CRESCENT,ASPENDALE GARDENS
29010,KERR,CRESCENT,CAMBERWELL
29011,KERR,CRESCENT,MONTROSE
29012,KERR,LANE,BOX HILL NORTH
29013,KERR,PLACE,CARRUM DOWNS
29014,KERR,STREET,BEAUMARIS
29015,KERR,STREET,BLACKBURN
29016,KERR,STREET,FITZROY
29017,KERR,STREET,KINGSVILLE
29018,KERR,STREET,LILYDALE
29019,KERR,STREET,PRESTON
29020,KERR,STREET,SOUTH MELBOURNE
29021,KERRABEE,CLOSE,LYNDHURST
29022,KERRABEE,DRIVE,MERNDA
29023,KERRI,COURT,SUNBURY
29024,KERRI,PLACE,WALLAN
29025,KERRI,STREET,BUNDOORA
29026,KERRIBREE,COURT,CLAYTON SOUTH
29027,KERRIE,COURT,SPRINGVALE SOUTH
29028,KERRIE,CRESCENT,ELTHAM
29029,KERRIE,ROAD,GLEN WAVERLEY
29030,KERRIE ANNE,COURT,SKYE
29031,KERRIGAN,STREET,TARNEIT
29032,KERRILEA,COURT,KILSYTH SOUTH
29033,KERRIMUIR,STREET,BOX HILL NORTH
29034,KERRISDALE,PLACE,SUNBURY
29035,KERRISON,AVENUE,NOBLE PARK
29036,KERRISON,AVENUE,ST ALBANS
29037,KERRISON,DRIVE,HAMPTON PARK
29038,KERRS,ROAD,ST ANDREWS
29039,KERRY,AVENUE,MOUNT MARTHA
29040,KERRY,CLOSE,BERWICK
29041,KERRY,CLOSE,DONCASTER EAST
29042,KERRY,CLOSE,VIEWBANK
29043,KERRY,COURT,ST ALBANS
29044,KERRY,PARADE,BALWYN
29045,KERRY,PARADE,MONT ALBERT NORTH
29046,KERRY,ROAD,CROYDON HILLS
29047,KERRY,ROAD,WARRANWOOD
29048,KERRY,STREET,LANGWARRIN
29049,KERRY,STREET,SEAFORD
29050,KERRYANNE,CRESCENT,WONGA PARK
29051,KERRYLYN,COURT,BLACKBURN
29052,KERSEY,PLACE,DONCASTER
29053,KERSHAW,DRIVE,NARRE WARREN SOUTH
29054,KERSHAW,STREET,BENTLEIGH EAST
29055,KERSHAW,STREET,MORDIALLOC
29056,KERSHAW,STREET,PARKDALE
29057,KERSHOPE,VIEW,CLYDE NORTH
29058,KERTA,CLOSE,GREENSBOROUGH
29059,KERTA,CLOSE,HOPPERS CROSSING
29060,KERYN,CLOSE,TEMPLESTOWE
29061,KESENAY,ROAD,WOLLERT
29062,KESKADALE,WAY,CLYDE NORTH
29063,KESTRAL,CLOSE,BLIND BIGHT
29064,KESTREL,CLOSE,CHELSEA HEIGHTS
29065,KESTREL,CLOSE,RESERVOIR
29066,KESTREL,COURT,BAXTER
29067,KESTREL,COURT,CARRUM DOWNS
29068,KESTREL,COURT,MORNINGTON
29069,KESTREL,COURT,TAYLORS LAKES
29070,KESTREL,PLACE,WERRIBEE
29071,KESTREL,ROAD,SOUTH MORANG
29072,KESTREL,STREET,CLYDE NORTH
29073,KESTREL,STREET,KALKALLO
29074,KESWICK,COURT,DELAHEY
29075,KESWICK,COURT,NARRE WARREN SOUTH
29076,KESWICK,CRESCENT,BAYSWATER NORTH
29077,KESWICK,GLEN,GREENSBOROUGH
29078,KESWICK,LANE,DONNYBROOK
29079,KESWICK,RISE,ELTHAM
29080,KESWICK,STREET,BENTLEIGH EAST
29081,KETNOR,STREET,CRANBOURNE
29082,KETT,STREET,BLACKBURN NORTH
29083,KETT,STREET,LOWER PLENTY
29084,KETT,STREET,NUNAWADING
29085,KETWICK,COURT,FERNTREE GULLY
29086,KETWICK,COURT,SYDENHAM
29087,KEVERELL,ROAD,CAULFIELD NORTH
29088,KEVIN,AVENUE,BLACKBURN
29089,KEVIN,AVENUE,FERNTREE GULLY
29090,KEVIN,AVENUE,TARNEIT
29091,KEVIN,COURT,CHELTENHAM
29092,KEVIN,COURT,DONVALE
29093,KEVIN,COURT,KILSYTH
29094,KEVIN,COURT,MELTON SOUTH
29095,KEVIN,COURT,SOMERVILLE
29096,KEVIN,GROVE,KEW
29097,KEVIN,STREET,BUNDOORA
29098,KEVIN,STREET,MOUNT WAVERLEY
29099,KEVIN,STREET,PASCOE VALE
29100,KEVIN,STREET,SUNSHINE
29101,KEVIN,STREET,TOOTGAROOK
29102,KEVINGTON,STREET,WERRIBEE
29103,KEVIS,COURT,GARFIELD
29104,KEVLAR,CLOSE,BRAESIDE
29105,KEVLAR,COURT,WONGA PARK
29106,KEW,COURT,DONVALE
29107,KEW,COURT,NARRE WARREN
29108,KEW,PLACE,WANTIRNA
29109,KEWAN,COURT,ROSEBUD
29110,KEYES,COURT,WANTIRNA SOUTH
29111,KEYES,PLACE,GLADSTONE PARK
29112,KEYES,STREET,ASHBURTON
29113,KEYLANA,BOULEVARD,MOUNT WAVERLEY
29114,KEYLANA,DRIVE,KEYSBOROUGH
29115,KEYNES,COURT,DEER PARK
29116,KEYS,AVENUE,BRIGHTON EAST
29117,KEYS,COURT,NARRE WARREN
29118,KEYS,ROAD,CHELTENHAM
29119,KEYS,ROAD,FLINDERS
29120,KEYS,ROAD,MOORABBIN
29121,KEYS,STREET,BEAUMARIS
29122,KEYS,STREET,DANDENONG
29123,KEYS,STREET,DOREEN
29124,KEYS,STREET,FRANKSTON
29125,KEYSBOROUGH,AVENUE,KEYSBOROUGH
29126,KEYSBOROUGH,STREET,CRAIGIEBURN
29127,KEYSTONE,COURT,LYNBROOK
29128,KEYSTONE,CRESCENT,KEW EAST
29129,KEYSTONE,DRIVE,SUNBURY
29130,KHAKI,WALK,WYNDHAM VALE
29131,KHALIL,AVENUE,DANDENONG NORTH
29132,KHAN,BOULEVARD,CLYDE NORTH
29133,KHAN,COURT,TRUGANINA
29134,KHANCOBAN,CRESCENT,WOLLERT
29135,KHARTOUM,COURT,FRANKSTON
29136,KHARTOUM,STREET,CAULFIELD NORTH
29137,KHARTOUM,STREET,WEST FOOTSCRAY
29138,KHILLARI,CIRCUIT,CLYDE NORTH
29139,KHYBER,DRIVE,TARNEIT
29140,KIA,COURT,PRESTON
29141,KIA,RISE,FRANKSTON SOUTH
29142,KIA ORA,AVENUE,UPWEY
29143,KIA ORA,ROAD,RESERVOIR
29144,KIA-ORA,PARADE,FERNTREE GULLY
29145,KIAH,COURT,PATTERSON LAKES
29146,KIAH,MEWS,ELTHAM
29147,KIAH,PLACE,BERWICK
29148,KIAH,STREET,GLEN WAVERLEY
29149,KIAKA,LANE,ROWVILLE
29150,KIALLA,AVENUE,GLEN IRIS
29151,KIALLA,COURT,NOBLE PARK NORTH
29152,KIALLA,PLACE,LANGWARRIN
29153,KIALOA,COURT,NARRE WARREN
29154,KIALOA,COURT,TAYLORS LAKES
29155,KIAMA,CLOSE,MONTMORENCY
29156,KIAMA,CLOSE,SCORESBY
29157,KIAMA,CLOSE,VERMONT SOUTH
29158,KIAMA,COURT,OAKLEIGH EAST
29159,KIAMA,COURT,RYE
29160,KIAMA,DRIVE,LALOR
29161,KIAMA,PLACE,CAIRNLEA
29162,KIAMA,ROAD,FLEMINGTON
29163,KIAMA,ROAD,WERRIBEE
29164,KIAMA,STREET,GLENROY
29165,KIAMA,STREET,MOORABBIN
29166,KIAMA,STREET,OAK PARK
29167,KIANA,WAY,ROXBURGH PARK
29168,KIANDRA,CLOSE,ASPENDALE
29169,KIANDRA,CLOSE,GREENSBOROUGH
29170,KIANDRA,CLOSE,NOBLE PARK
29171,KIANDRA,COURT,DONCASTER EAST
29172,KIANDRA,COURT,FRANKSTON
29173,KIANDRA,MEWS,HAMPTON PARK
29174,KIANDRA,STREET,MORNINGTON
29175,KIANDRA,WAY,WYNDHAM VALE
29176,KIAORA,AVENUE,MOUNT MARTHA
29177,KIATA,COURT,COOLAROO
29178,KIATA,COURT,MOUNT ELIZA
29179,KIATA,COURT,SEABROOK
29180,KIBBLE,WAY,FRASER RISE
29181,KIBO,COURT,CRANBOURNE NORTH
29182,KIDDERMINSTER,DRIVE,WANTIRNA
29183,KIDDLE,STREET,FAWKNER
29184,KIDDS,ROAD,DOVETON
29185,KIDGELL,STREET,LILYDALE
29186,KIDMAN,STREET,YARRAVILLE
29187,KIEL,CLOSE,KILSYTH
29188,KIELDER,STREET,OFFICER
29189,KIELY,AVENUE,WERRIBEE
29190,KIERAN,COURT,CARRUM DOWNS
29191,KIERENS,WAY,CHADSTONE
29192,KIERNAN,AVENUE,IVANHOE
29193,KIERNAN,CLOSE,MILL PARK
29194,KIERS,AVENUE,MOUNT WAVERLEY
29195,KIERS,COURT,CAULFIELD NORTH
29196,KIERS,COURT,VIEWBANK
29197,KIEV,WALK,DELAHEY
29198,KIEWA,CLOSE,CROYDON HILLS
29199,KIEWA,COURT,ASPENDALE
29200,KIEWA,COURT,DANDENONG NORTH
29201,KIEWA,COURT,WERRIBEE
29202,KIEWA,CRESCENT,DALLAS
29203,KIEWA,CRESCENT,KEILOR
29204,KIEWA,STREET,ASHWOOD
29205,KIEWA,STREET,CLIFTON HILL
29206,KIEWA,STREET,DONCASTER
29207,KIKO,WAY,CLYDE NORTH
29208,KILA,STREET,HEIDELBERG WEST
29209,KILANDER,COURT,FERNTREE GULLY
29210,KILANI,COURT,ELTHAM
29211,KILARA,COURT,CROYDON
29212,KILARA,PLACE,CLARINDA
29213,KILARA,ROAD,MENTONE
29214,KILBAHA,ROAD,COCKATOO
29215,KILBERRY,AVENUE,SPRINGVALE SOUTH
29216,KILBERRY,BOULEVARD,HAMPTON PARK
29217,KILBERRY,CRESCENT,HALLAM
29218,KILBIRNIE,CLOSE,MOUNT ELIZA
29219,KILBORN,COURT,KILSYTH
29220,KILBORN,COURT,MILL PARK
29221,KILBRIDE,STREET,KEYSBOROUGH
29222,KILBURN,COURT,KEYSBOROUGH
29223,KILBURN,COURT,WHEELERS HILL
